Employee ID	Gender	Age	BusinessTravel	Department	DistanceFromHome (KM)	State	Ethnicity	Education	EducationField	JobRole	MaritalStatus	Salary	StockOptionLevel	OverTime	HireDate	Attrition	YearsAtCompany	YearsInMostRecentRole	YearsSinceLastPromotion	YearsWithCurrManager
543	Female	27	No Travel 	Technology	19	NY	Black or African American	2	Business Studies	Senior Software Engineer	Single	89785	0	No	"Saturday, December 19, 2015"	Yes	0	0	0	0
544	Non-Binary	27	No Travel 	Technology	36	CA	Native Hawaiian 	4	Business Studies	Software Engineer	Married	50046	1	No	"Sunday, December 20, 2015"	No	7	1	6	2
545	Male	25	Some Travel	Sales	14	IL	White	3	Marketing 	Sales Executive	Single	123307	0	Yes	"Wednesday, December 23, 2015"	Yes	7	2	3	1
546	Male	26	Some Travel	Sales	16	CA	Black or African American	2	Marketing	Sales Executive	Single	113512	0	No	"Friday, December 25, 2015"	No	7	3	7	6
547	Male	26	Some Travel	Technology	8	IL	Black or African American	2	Information Systems	Software Engineer	Married	50614	1	No	"Friday, December 25, 2015"	No	7	7	7	2
548	Female	25	Some Travel	Technology	42	CA	Native Hawaiian 	3	Computer Science	Software Engineer	Married	70068	2	No	"Tuesday, December 29, 2015"	No	7	4	6	7
549	Female	28	Some Travel	Technology	24	CA	Mixed or multiple ethnic groups	3	Computer Science	Software Engineer	Married	71553	1	No	"Wednesday, December 30, 2015"	No	7	6	6	0
550	Male	29	Some Travel	Technology	36	NY	Black or African American	5	Business Studies	Software Engineer	Single	113448	0	Yes	"Thursday, December 31, 2015"	No	7	0	4	1
551	Female	26	Some Travel	Technology	37	CA	American Indian or Alaska Native	4	Information Systems	Analytics Manager	Married	107863	2	Yes	"Sunday, January 3, 2016"	No	6	3	6	0
552	Female	25	No Travel 	Technology	24	IL	Black or African American	4	Computer Science	Software Engineer	Married	44146	3	No	"Friday, January 8, 2016"	No	6	1	1	3
553	Male	25	Some Travel	Technology	41	CA	White	1	Computer Science	Data Scientist	Married	28137	0	Yes	"Sunday, January 10, 2016"	Yes	4	3	3	1
554	Male	26	No Travel 	Sales	5	CA	White	2	Marketing	Sales Executive	Married	93170	1	No	"Sunday, January 10, 2016"	No	6	3	6	1
555	Female	27	Some Travel	Sales	21	CA	White	1	Marketing	Sales Representative	Single	22648	0	Yes	"Tuesday, January 12, 2016"	Yes	1	0	0	0
556	Male	26	Some Travel	Technology	5	CA	White	3	Other	Data Scientist	Divorced	49045	1	No	"Wednesday, January 13, 2016"	Yes	1	0	0	0
557	Female	24	Some Travel	Sales	25	NY	Mixed or multiple ethnic groups	1	Marketing	Sales Executive	Divorced	105383	2	Yes	"Thursday, January 14, 2016"	No	6	6	6	5
558	Male	27	Frequent Traveller	Technology	16	CA	Mixed or multiple ethnic groups	4	Information Systems	Senior Software Engineer	Single	75275	0	No	"Tuesday, January 19, 2016"	No	6	4	5	5
559	Male	26	Frequent Traveller	Technology	45	CA	Mixed or multiple ethnic groups	3	Information Systems	Machine Learning Engineer	Divorced	108865	2	No	"Thursday, January 21, 2016"	Yes	1	0	0	1
560	Male	27	Some Travel	Sales	44	CA	Black or African American	4	Marketing	Manager	Married	152147	1	No	"Friday, January 22, 2016"	No	6	6	6	6
561	Male	24	Frequent Traveller	Technology	15	NY	White	3	Computer Science	Senior Software Engineer	Divorced	139627	3	No	"Wednesday, January 27, 2016"	Yes	5	0	4	1
562	Male	24	Some Travel	Sales	27	CA	Mixed or multiple ethnic groups	4	Marketing 	Sales Executive	Single	79828	0	No	"Wednesday, January 27, 2016"	No	6	2	3	0
563	Male	25	No Travel 	Sales	35	NY	White	4	Marketing 	Sales Executive	Divorced	149519	1	Yes	"Wednesday, February 3, 2016"	No	6	2	4	3
564	Male	27	Some Travel	Sales	27	CA	Other 	5	Marketing	Sales Executive	Divorced	45880	1	Yes	"Wednesday, February 3, 2016"	No	6	1	4	0
565	Female	25	Some Travel	Technology	34	CA	White	3	Information Systems	Data Scientist	Single	37053	0	No	"Friday, February 5, 2016"	No	6	5	5	0
566	Female	27	Frequent Traveller	Technology	4	NY	White	3	Other	Data Scientist	Married	27550	1	No	"Tuesday, February 9, 2016"	No	6	6	6	5
567	Male	25	Some Travel	Sales	5	NY	Black or African American	2	Marketing	Sales Executive	Divorced	69539	2	No	"Saturday, February 13, 2016"	No	6	0	4	4
568	Female	26	Some Travel	Technology	2	CA	White	4	Information Systems	Software Engineer	Single	55565	0	No	"Monday, February 22, 2016"	No	6	6	6	4
569	Male	25	Some Travel	Technology	26	CA	White	3	Information Systems	Senior Software Engineer	Single	85412	0	No	"Tuesday, February 23, 2016"	No	6	0	5	6
570	Male	25	Some Travel	Technology	33	NY	Mixed or multiple ethnic groups	3	Information Systems	Software Engineer	Married	24417	1	No	"Friday, February 26, 2016"	No	6	2	6	6
571	Male	25	Some Travel	Technology	21	CA	Mixed or multiple ethnic groups	5	Information Systems	Software Engineer	Married	46362	1	Yes	"Tuesday, March 15, 2016"	No	6	0	4	5
572	Male	29	Some Travel	Technology	3	CA	White	3	Computer Science	Analytics Manager	Single	393103	0	Yes	"Wednesday, March 30, 2016"	No	6	4	4	5
573	Male	25	Some Travel	Sales	30	CA	White	4	Marketing	Sales Executive	Married	106738	1	No	"Saturday, April 2, 2016"	No	6	4	5	2
574	Female	24	Some Travel	Technology	26	NY	Asian or Asian American	2	Other	Data Scientist	Single	39048	0	No	"Tuesday, April 5, 2016"	No	6	1	4	1
575	Male	26	Some Travel	Sales	41	NY	Asian or Asian American	4	Marketing 	Sales Executive	Single	61238	0	No	"Monday, April 11, 2016"	No	6	4	6	3
576	Female	27	No Travel 	Technology	8	IL	Asian or Asian American	1	Information Systems	Engineering Manager	Divorced	152322	1	No	"Sunday, April 17, 2016"	No	6	0	5	4
577	Female	27	Some Travel	Technology	25	NY	Asian or Asian American	4	Information Systems	Data Scientist	Divorced	24571	3	No	"Sunday, April 17, 2016"	No	6	5	5	6
578	Female	26	Some Travel	Technology	18	NY	White	3	Computer Science	Analytics Manager	Married	178836	0	No	"Monday, April 18, 2016"	No	6	4	5	6
579	Female	25	Frequent Traveller	Technology	15	CA	Black or African American	4	Other	Data Scientist	Married	31931	1	No	"Thursday, April 21, 2016"	No	6	1	1	3
580	Male	25	Some Travel	Technology	2	CA	White	3	Computer Science	Engineering Manager	Married	217544	0	No	"Monday, April 25, 2016"	No	6	5	6	6
581	Male	26	Some Travel	Technology	8	NY	Black or African American	4	Other	Software Engineer	Single	22918	0	Yes	"Sunday, May 1, 2016"	Yes	0	0	0	0
582	Female	26	No Travel 	Technology	21	CA	White	3	Computer Science	Data Scientist	Married	26919	1	No	"Wednesday, May 4, 2016"	No	6	0	5	3
583	Male	25	No Travel 	Technology	32	NY	Mixed or multiple ethnic groups	4	Information Systems	Machine Learning Engineer	Married	52614	1	No	"Sunday, May 8, 2016"	No	6	4	5	1
584	Female	24	Some Travel	Technology	27	IL	White	4	Other	Data Scientist	Married	33554	0	No	"Saturday, May 21, 2016"	No	6	1	2	6
585	Male	24	Some Travel	Technology	23	NY	White	5	Computer Science	Senior Software Engineer	Single	92798	0	Yes	"Monday, May 23, 2016"	No	6	4	4	1
586	Male	25	Frequent Traveller	Technology	35	NY	White	2	Information Systems	Data Scientist	Single	28139	0	No	"Monday, May 23, 2016"	No	6	1	1	5
587	Male	27	No Travel 	Sales	17	IL	Asian or Asian American	4	Marketing	Sales Executive	Married	71832	1	No	"Monday, May 23, 2016"	No	6	6	6	1
588	Male	27	Some Travel	Technology	1	CA	Other 	2	Computer Science	Senior Software Engineer	Divorced	90487	1	No	"Wednesday, May 25, 2016"	No	6	4	4	4
589	Male	25	Frequent Traveller	Technology	28	CA	Mixed or multiple ethnic groups	1	Information Systems	Software Engineer	Single	23993	0	Yes	"Tuesday, May 31, 2016"	No	6	3	4	4
590	Female	24	Some Travel	Technology	3	CA	White	3	Business Studies	Software Engineer	Married	41664	1	No	"Wednesday, June 8, 2016"	No	6	3	4	2
591	Non-Binary	24	Some Travel	Sales	41	CA	Mixed or multiple ethnic groups	2	Marketing 	Sales Executive	Divorced	111750	1	No	"Friday, June 10, 2016"	No	6	4	6	2
592	Female	25	Frequent Traveller	Technology	17	CA	Native Hawaiian 	3	Computer Science	Software Engineer	Married	54566	1	No	"Wednesday, June 15, 2016"	No	6	3	6	5
593	Male	27	Some Travel	Technology	42	NY	American Indian or Alaska Native	3	Other	Machine Learning Engineer	Married	49343	1	No	"Thursday, June 16, 2016"	No	6	3	3	0
594	Male	27	Frequent Traveller	Technology	45	CA	White	2	Information Systems	Data Scientist	Single	34579	0	No	"Friday, June 17, 2016"	No	6	4	4	4
595	Male	24	No Travel 	Sales	8	CA	White	3	Marketing	Sales Executive	Single	82405	0	Yes	"Sunday, June 19, 2016"	Yes	5	1	4	1
596	Non-Binary	26	Some Travel	Sales	5	NY	White	3	Marketing	Sales Executive	Married	107966	2	No	"Thursday, June 23, 2016"	No	6	6	6	6
597	Female	24	Some Travel	Sales	4	CA	Mixed or multiple ethnic groups	3	Economics	Sales Executive	Married	133274	1	No	"Thursday, June 23, 2016"	No	6	2	3	1
598	Female	43	Some Travel	Sales	12	CA	White	4	Marketing 	Manager	Married	513262	0	No	"Thursday, June 30, 2016"	No	6	1	3	1
599	Male	26	Some Travel	Sales	7	CA	Black or African American	3	Marketing 	Sales Representative	Single	36101	0	No	"Thursday, June 30, 2016"	No	6	6	6	6
600	Male	25	Some Travel	Technology	44	CA	White	4	Other	Software Engineer	Divorced	52210	3	No	"Friday, July 1, 2016"	No	6	0	1	0
601	Female	24	No Travel 	Sales	39	CA	Mixed or multiple ethnic groups	2	Marketing	Sales Executive	Married	151986	1	Yes	"Saturday, July 9, 2016"	No	6	5	6	3
602	Female	27	Some Travel	Technology	45	IL	Mixed or multiple ethnic groups	3	Business Studies	Software Engineer	Married	28828	1	No	"Saturday, July 9, 2016"	No	6	1	6	4
603	Male	26	Some Travel	Human Resources	11	NY	Asian or Asian American	3	Other	HR Executive	Single	70395	0	No	"Monday, July 11, 2016"	No	6	5	6	2
604	Female	26	Some Travel	Sales	42	CA	White	3	Marketing	Sales Executive	Married	92364	1	Yes	"Tuesday, July 12, 2016"	No	6	4	5	6
605	Female	27	Some Travel	Human Resources	24	CA	Mixed or multiple ethnic groups	2	Other	HR Executive	Divorced	55206	0	No	"Wednesday, July 13, 2016"	No	6	1	3	4
606	Female	25	Some Travel	Technology	34	CA	White	3	Information Systems	Data Scientist	Single	45286	0	Yes	"Thursday, July 14, 2016"	No	6	1	3	1
607	Female	25	Some Travel	Technology	13	IL	White	3	Information Systems	Analytics Manager	Married	211401	0	No	"Sunday, July 17, 2016"	No	6	1	1	3
608	Female	27	Frequent Traveller	Sales	21	NY	White	3	Economics	Sales Executive	Married	66488	1	No	"Monday, July 18, 2016"	No	6	5	6	3
609	Male	25	Some Travel	Technology	28	NY	Other 	4	Information Systems	Software Engineer	Married	29126	2	No	"Monday, July 18, 2016"	No	6	0	2	3
610	Female	25	Some Travel	Technology	9	NY	White	3	Information Systems	Software Engineer	Single	39636	0	Yes	"Thursday, July 21, 2016"	No	6	0	5	1
611	Male	26	Some Travel	Technology	18	CA	Asian or Asian American	3	Information Systems	Machine Learning Engineer	Divorced	54470	1	No	"Thursday, July 21, 2016"	No	6	0	6	3
612	Male	25	Some Travel	Sales	37	CA	Asian or Asian American	3	Economics	Sales Executive	Married	79329	0	No	"Friday, July 22, 2016"	Yes	1	1	1	1
613	Female	27	Some Travel	Sales	36	CA	Asian or Asian American	3	Technical Degree	Sales Executive	Divorced	173994	1	No	"Saturday, July 23, 2016"	No	6	1	5	6
614	Male	24	Some Travel	Technology	30	CA	White	3	Business Studies	Software Engineer	Single	26363	0	No	"Sunday, July 24, 2016"	No	6	6	6	2
615	Prefer Not To Say	27	Some Travel	Technology	37	NY	White	3	Information Systems	Analytics Manager	Single	130012	0	No	"Monday, July 25, 2016"	No	6	6	6	0
616	Female	26	Some Travel	Technology	16	CA	American Indian or Alaska Native	2	Business Studies	Software Engineer	Married	34630	0	No	"Saturday, July 30, 2016"	No	6	2	6	0
617	Female	24	Some Travel	Technology	30	CA	White	3	Information Systems	Data Scientist	Single	61883	0	No	"Tuesday, August 2, 2016"	Yes	1	1	1	0
618	Female	27	Frequent Traveller	Technology	1	CA	White	4	Computer Science	Senior Software Engineer	Married	56302	2	Yes	"Thursday, August 4, 2016"	No	6	3	5	4
619	Female	24	Some Travel	Sales	3	CA	Asian or Asian American	3	Marketing	Sales Executive	Divorced	130774	1	Yes	"Monday, August 15, 2016"	Yes	4	3	3	4
620	Female	26	Some Travel	Sales	2	CA	Asian or Asian American	2	Marketing	Sales Executive	Single	149390	0	Yes	"Monday, August 15, 2016"	Yes	3	1	1	2
621	Male	24	Some Travel	Technology	19	CA	Mixed or multiple ethnic groups	4	Computer Science	Software Engineer	Divorced	35270	1	No	"Tuesday, August 16, 2016"	No	6	0	5	2
622	Male	27	Some Travel	Technology	28	CA	White	3	Computer Science	Data Scientist	Single	20387	0	No	"Tuesday, August 16, 2016"	Yes	0	0	0	0
623	Non-Binary	26	Some Travel	Technology	8	NY	White	2	Computer Science	Software Engineer	Divorced	27219	2	No	"Tuesday, August 16, 2016"	No	6	3	5	4
624	Male	25	Frequent Traveller	Sales	25	CA	Black or African American	3	Marketing 	Sales Executive	Married	46283	1	No	"Wednesday, August 24, 2016"	No	6	5	6	1
625	Female	27	Some Travel	Sales	19	CA	American Indian or Alaska Native	4	Marketing	Manager	Married	149813	0	No	"Tuesday, August 30, 2016"	No	6	0	1	1
626	Male	25	Frequent Traveller	Sales	19	CA	Mixed or multiple ethnic groups	4	Marketing 	Sales Representative	Single	28090	0	No	"Wednesday, August 31, 2016"	Yes	0	0	0	0
627	Male	26	Some Travel	Technology	2	IL	White	3	Computer Science	Data Scientist	Divorced	30207	1	Yes	"Thursday, September 1, 2016"	Yes	5	1	3	0
628	Male	24	Some Travel	Technology	1	NY	White	4	Computer Science	Senior Software Engineer	Married	70849	2	No	"Saturday, September 3, 2016"	No	6	0	1	6
629	Female	25	Frequent Traveller	Technology	24	CA	Mixed or multiple ethnic groups	1	Business Studies	Software Engineer	Single	40314	0	No	"Thursday, September 15, 2016"	Yes	3	1	3	3
630	Female	24	Some Travel	Technology	30	CA	White	3	Computer Science	Machine Learning Engineer	Divorced	94318	1	Yes	"Wednesday, September 21, 2016"	No	6	3	6	5
631	Male	24	Frequent Traveller	Technology	7	IL	White	3	Information Systems	Data Scientist	Divorced	104649	2	No	"Friday, September 23, 2016"	Yes	4	4	4	3
632	Male	27	Some Travel	Technology	6	CA	Mixed or multiple ethnic groups	3	Information Systems	Engineering Manager	Married	292500	3	No	"Sunday, September 25, 2016"	No	6	5	6	2
633	Male	25	Some Travel	Technology	18	CA	White	4	Information Systems	Machine Learning Engineer	Married	130434	0	Yes	"Monday, September 26, 2016"	Yes	0	0	0	0
634	Female	27	Some Travel	Technology	26	NY	White	1	Information Systems	Software Engineer	Single	37423	0	Yes	"Friday, September 30, 2016"	No	6	4	4	2
635	Female	24	Some Travel	Technology	12	CA	White	3	Information Systems	Data Scientist	Married	47183	1	No	"Tuesday, October 4, 2016"	No	6	6	6	6
636	Female	27	Some Travel	Technology	16	CA	White	1	Information Systems	Software Engineer	Single	54379	0	No	"Tuesday, October 4, 2016"	No	6	1	2	2
637	Male	26	Some Travel	Technology	6	CA	Black or African American	4	Information Systems	Machine Learning Engineer	Married	89771	2	Yes	"Tuesday, October 4, 2016"	Yes	1	0	0	0
638	Male	27	Some Travel	Technology	22	CA	White	2	Computer Science	Data Scientist	Single	56449	0	Yes	"Tuesday, October 4, 2016"	Yes	3	1	1	2
639	Non-Binary	27	Frequent Traveller	Sales	41	CA	Asian or Asian American	3	Marketing	Sales Representative	Single	28984	0	Yes	"Monday, October 10, 2016"	Yes	3	1	1	0
640	Male	24	Frequent Traveller	Technology	10	NY	Mixed or multiple ethnic groups	4	Computer Science	Data Scientist	Married	67447	1	Yes	"Monday, October 10, 2016"	No	6	2	6	6
641	Female	26	Some Travel	Technology	36	CA	White	4	Information Systems	Data Scientist	Married	22162	1	Yes	"Saturday, October 15, 2016"	No	6	4	5	6
642	Female	27	Some Travel	Sales	4	CA	Asian or Asian American	4	Marketing 	Manager	Divorced	255718	3	No	"Saturday, October 15, 2016"	No	6	0	5	4
643	Female	27	Frequent Traveller	Technology	20	CA	White	3	Information Systems	Senior Software Engineer	Married	167879	1	Yes	"Saturday, October 15, 2016"	No	6	6	6	3
644	Non-Binary	26	Some Travel	Sales	38	CA	Mixed or multiple ethnic groups	3	Technical Degree	Sales Executive	Divorced	104898	1	No	"Sunday, October 16, 2016"	No	6	5	5	1
645	Male	26	Some Travel	Technology	3	NY	Black or African American	4	Information Systems	Data Scientist	Divorced	28952	1	Yes	"Saturday, October 22, 2016"	Yes	0	0	0	0
646	Female	24	Frequent Traveller	Technology	26	CA	White	4	Business Studies	Senior Software Engineer	Single	133949	0	No	"Wednesday, October 26, 2016"	No	6	4	6	6
647	Male	25	Some Travel	Technology	22	IL	Black or African American	3	Information Systems	Data Scientist	Married	21350	0	Yes	"Thursday, October 27, 2016"	Yes	5	3	3	2
648	Male	25	Some Travel	Technology	2	CA	Black or African American	4	Computer Science	Software Engineer	Divorced	73825	1	Yes	"Wednesday, November 2, 2016"	No	6	1	4	4
649	Male	26	Some Travel	Sales	17	IL	Black or African American	4	Economics	Manager	Divorced	290774	1	No	"Saturday, November 5, 2016"	No	6	5	5	3
650	Male	26	Frequent Traveller	Technology	22	CA	Asian or Asian American	3	Computer Science	Software Engineer	Divorced	81726	2	Yes	"Sunday, November 6, 2016"	No	6	0	6	1
651	Male	25	Some Travel	Sales	2	CA	Black or African American	4	Economics	Sales Executive	Married	75555	1	No	"Tuesday, November 8, 2016"	No	6	5	6	4
652	Male	26	Some Travel	Sales	2	CA	Asian or Asian American	4	Economics	Sales Executive	Single	60087	0	Yes	"Tuesday, November 8, 2016"	Yes	4	0	0	3
653	Female	26	Frequent Traveller	Technology	14	NY	Mixed or multiple ethnic groups	3	Computer Science	Machine Learning Engineer	Divorced	92778	1	No	"Wednesday, November 9, 2016"	No	6	6	6	1
654	Female	24	Some Travel	Technology	5	NY	Asian or Asian American	2	Information Systems	Data Scientist	Divorced	46151	1	No	"Saturday, November 12, 2016"	No	6	4	6	2
655	Female	25	Some Travel	Technology	16	CA	Black or African American	2	Computer Science	Engineering Manager	Married	184441	1	No	"Sunday, November 13, 2016"	No	6	6	6	3
656	Male	25	Frequent Traveller	Technology	21	CA	White	4	Information Systems	Engineering Manager	Single	182961	0	No	"Tuesday, November 15, 2016"	No	6	3	5	1
657	Female	27	Some Travel	Sales	34	CA	White	2	Marketing 	Sales Executive	Married	129366	1	No	"Thursday, November 17, 2016"	No	6	0	5	0
658	Male	24	Some Travel	Technology	24	NY	White	3	Computer Science	Software Engineer	Single	28156	0	Yes	"Friday, November 18, 2016"	No	6	6	6	5
659	Female	24	Some Travel	Technology	26	IL	White	2	Information Systems	Machine Learning Engineer	Married	93490	1	Yes	"Thursday, November 24, 2016"	No	6	4	5	6
660	Female	27	No Travel 	Technology	25	CA	White	3	Computer Science	Software Engineer	Single	27369	0	No	"Tuesday, November 29, 2016"	No	6	4	6	3
661	Female	26	Some Travel	Sales	4	NY	Black or African American	2	Economics	Sales Executive	Married	82147	2	No	"Monday, December 5, 2016"	No	6	2	4	3
662	Male	27	Some Travel	Technology	14	IL	White	4	Computer Science	Data Scientist	Single	37545	0	No	"Tuesday, December 6, 2016"	Yes	2	1	1	1
663	Female	25	Some Travel	Technology	27	CA	Mixed or multiple ethnic groups	2	Computer Science	Machine Learning Engineer	Married	84770	1	Yes	"Tuesday, December 20, 2016"	No	6	0	5	0
664	Female	26	Frequent Traveller	Technology	5	IL	White	3	Computer Science	Senior Software Engineer	Married	99203	1	Yes	"Wednesday, December 28, 2016"	No	6	3	3	4
665	Female	29	Some Travel	Technology	32	IL	Native Hawaiian 	3	Information Systems	Engineering Manager	Married	388605	1	Yes	"Sunday, January 1, 2017"	No	5	2	5	0
